"title","provider_value","actually_discount","link","rate_value","image_one","description","data_professional_advice","coupon_info","volume","tags","content_description","content_instructions","content_composition","provider"
"Cite Protector Solar Fps 50+ Crema Facial  Color 50ml","19,48 €","without discount","https://www.promofarma.com/es/cite-protector-solar-fps-50-plus-crema-facial-color-50ml/p-121178","","https://www-assets.promofarma.com/dist/images/not-found.png","","Consejo Farmacéutico","
                            Cite Protector Solar Fps 50+ Crema Facial  Color 50ml
                        ","","
#cité 
","","","","promofarma"
"Mesoestetic Mesoprotech Stick Protector Solar Spf100+ 4,5 Gr","25,00 €","-23%","https://www.promofarma.com/es/mesoestetic-mesoprotech-stick-protector-solar-spf100-plus-4-5-gr/p-111329","","https://www-assets.promofarma.com/dist/images/not-found.png","","Consejo Farmacéutico","
                            Mesoestetic Mesoprotech Stick Protector Solar Spf100+ 4,5 Gr
                        ","","
#mesoestetic
","","","","promofarma"
"Sensilis Sun Secret protector solar aceite SPF30+ 200ml","13,35 €","-50%","https://www.promofarma.com/sensilis-sun-secret-protector-solar-aceite-spf30-200ml","","https://image.promofarma.com/product/45195/sd/2510769/large/coupon_image_1.jpg","Si quieres proteger tu piel de la radiación solar y evitar que sufra signos de envejecimiento prematuro, debes buscar un eficaz y potente tratamiento. Te proponemos una fácil y rápida manera de mantener tu piel protegida durante horas, sin que sufra daños provocados por el sol.
Sensilis Sun Secret protector solar aceite SPF30+ protege tu piel eficazmente frente a la radiación solar, impidiendo que la dañe y deteriore. Posee una textura ultra ligera y seca que no te dejará efecto graso en la piel y que, además, te aportará una agradable sensación de bienestar.
Previene el fotoenvejecimiento de la piel, evitando que aparezcan arrugas o manchas, y potencia el bronceado de tu piel. Podrás lucir una piel totalmente protegida y embellecida con un natural e intenso bronceado.
¡Cuida y protege tu piel al mismo tiempo que potencia su bronceado!","Consejo Farmacéutico","
                            Protege la piel de la radiación solar y potencia el bronceado
                        ","200ml","
#sensilis
","","","","promofarma"
"Baby Crema Leche Protectora Solar Infantil Spf 50+ 100 Ml","11,95 €","-14%","https://www.promofarma.com/es/baby-crema-leche-protectora-solar-infantil-spf-50-plus-100-ml/p-68348","","https://image.promofarma.com/product/68348/sd/2510769/large/coupon_image_1.jpg","","Consejo Farmacéutico","
                            Baby Crema Leche Protectora Solar Infantil Spf 50+ 100 Ml
                        ","","
#baby crema
","","","","promofarma"
"Th Pharma Sun Mousse Protector Solar Spf50 200ml","14,95 €","-23%","https://www.promofarma.com/es/th-pharma-sun-mousse-protector-solar-spf50-200ml/p-71888","","https://image.promofarma.com/product/71888/sd/2510769/large/coupon_image_1.jpg","","Consejo Farmacéutico","
                            Th Pharma Sun Mousse Protector Solar Spf50 200ml
                        ","","
#th pharma
","","","","promofarma"
"Avene Leche Protectora Solar 12b 6a-ir 150ml","14,75 €","without discount","https://www.promofarma.com/es/avene-leche-protectora-solar-12b-6a-ir-150ml/p-95192","","https://www-assets.promofarma.com/dist/images/not-found.png","","Consejo Farmacéutico","
                            Avene Leche Protectora Solar 12b 6a-ir 150ml
                        ","","
#avene
","","","","promofarma"
"René Furterer fluido solar protector spray KPF90 100ml","18,00 €","without discount","https://www.promofarma.com/rene-furterer-fluido-solar-protector-spray-kpf90-100ml","9","https://image.promofarma.com/product/23696/sd/2510769/large/coupon_image_1.jpg","En verano nos preocupamos de proteger nuestro rostro y nuestro cuerpo, pero a veces nos olvidamos de que nuestra cabellera también sufre la radiación solar si se encuentra desprotegida.
René Furterer fluido solar protector spray KPF90 es un tratamiento que te ofrecerá una proteccción solar elevada para los cabellos secos y expuestos con un formato
Además, la fórmula del fluido solar protector spray René Furterer te aporta aceite de sésamo, un protector natural que en combinación con los filtros UV, asegura una elevada protección con un efecto natural e hidratante.
¡Ideal para utilizar en la piscina o la playa!","Consejo Farmacéutico","
                            Protege tu cabello seco y expuesto frente a la radiación solar
                        ","125ml","
#rene furterer 
","","","","promofarma"
"Bella Aurora fluido solar anti-manchas protector solar SPF50+  piel normal-seca 50ml","19,75 €","without discount","https://www.promofarma.com/bella-aurora-fluido-solar-anti-manchas-protector-solar-spf50-plus-piel-normal-seca-50ml","","https://image.promofarma.com/product/72221/sd/2510769/large/coupon_image_1.jpg","Bella Aurora fluido solar anti-manchas protector solar SPF50+  piel normal-seca 50ml: 
El fluido solar anti-manchas SPF50+ para piel normal-seca te proporciona la máxima protección gracias a su fórmula mejorada con filtros solares de amplio espectro UVA, UVB e IR que garantizan la máxima protección frente a la exposición solar.
Tiene una textura ligera y fluida que se funde con la piel para una perfecta aplicación diaria y ofrece un acabado mate y transparente.
Mejora la hidratación de las pieles secas y reduce las manchas cutáneas. Su formulación incluye potentes activos despigmentantes que tratan las manchas existentes, reduciéndolas visiblemente y evitando la aparición de nuevas.
Calma la piel durante la exposición solar y reduce la inflamación.
Con ingredientes hidratantes, calmantes y antioxidantes que protegen la piel contra el fotoenvejecimiento.
Filtros solares SPF50+ / UVA / IR.","Consejo Farmacéutico","
                            Fluido anti-manchas para pieles normales-secas + neceser
                        ","","
#bella aurora
","","","","promofarma"
"Safe Sea Sport protector solar especial medusas SPF50+ crema 50ml","14,00 €","-29%","https://www.promofarma.com/safe-sea-sport-protector-solar-especial-medusas-spf50-crema-50ml","4","https://image.promofarma.com/c/2510769/p/43298_1-m/safe-sea-sport-protector-solar-especial-medusas-spf50-crema-50ml.jpg","Las células urticantes de las medusas se activan al tener contacto físico con la piel humana y disparan automáticamente su dardo, generando un enrojecimiento en la piel y unas dolorosas molestias pasajeras. Para evitar este sufrimiento, Safe Sea te trae una crema que en un único gesto te protege del sol y de las medusas.
La crema Sport especial para medusas con protección solar SPF50+ de Safe Sea protege al mismo tiempo los efectos perjudiciales de los rayos de sol en la piel y las picaduras de medusas gracias a una sustancia que inhibe la picadura de las medusas y otros seres urticantes marinos.
Además, esta crema incorpora una serie de componentes que contribuyen a proteger la piel:

Vitamina B y E: bloquean la oxidación de la piel a causa de la radiación solar, la contaminación u otros factores nocivos.
Resistente al agua. Protege la piel tras más de 80 minutos de actividad acuática.
Combina diferentes componentes activos que aportan propiedades antiedad y antiestrés: extracto de plancton, glicosaminglicanos, colágenos...).

*Sin parabenos y libre de conservantes tóxicos. Apto para todo tipo de pieles. Protección solar alta.
Formato deportivo y resistente a la transpiración.","Consejo Farmacéutico","
                            Formato deportivo. Protege contra los rayos de sol y repele las picaduras de medusa
                        ","50ml","
#safe sea
","","","","promofarma"
"Algamaris - Protector solar de color claro SPF30 para la cara orgánica certificada","19,72 €","without discount","https://www.promofarma.com/es/algamaris-protector-solar-de-color-claro-spf30-para-la-cara-organica-certificada/p-196307","","https://image.promofarma.com/product/196307/sd/2510769/large/coupon_image_1.jpg","","Consejo Farmacéutico","
","","
#algamaris
","","","","promofarma"
"Th Pharma Sun Mousse Protector Solar Spf10 200ml","9,94 €","-25%","https://www.promofarma.com/es/th-pharma-sun-mousse-protector-solar-spf10-200ml/p-71889","","https://image.promofarma.com/product/71889/sd/2510769/large/coupon_image_1.jpg","","Consejo Farmacéutico","
                            Th Pharma Sun Mousse Protector Solar Spf10 200ml
                        ","","
#th pharma
","","","","promofarma"
"Sunlike Protector solar loción niños SPF50+ Zanahoria 200ml","18,95 €","without discount","https://www.promofarma.com/es/sunlike-protector-solar-locion-ninos-spf50-plus-zanahoria-200ml/p-69170","","https://image.promofarma.com/product/69170/sd/2510769/large/coupon_image_1.jpg","","Consejo Farmacéutico","
","200ml","
#sunlike
","","","","promofarma"
"Sensilis Sun Secret Protector Solar Facial Spf30+ 40ml","10,33 €","-48%","https://www.promofarma.com/sensilis-sun-secret-protector-solar-facial-spf30-40ml","2","https://image.promofarma.com/product/26374/sd/2510769/large/coupon_image_1.jpg","Sensilis Sun Secret Protector Solar Facial SPF30+ es una crema facial protectora y antiedad con factor de protección solar 30. Sensilis Sun Secret Protector Solar Facial SPF30+ es la crema adecuada para prevenir que aparezcan manchas a causa del sol. Su textura fluida y sedosa facilitan que se absorba rápidamente y su innovadora fórmula con DNA Safe Complex y filtros SPF30 protege eficazmente de la radiación solar y del fotoenvejecimiento.
Sensilis Sun Secret Protector Solar Facial SPF30+ está indicado para fototipos claros y pieles sensibles.
*Resistente al agua. Sin parabenes.","Consejo Farmacéutico


Evita el uso de colonias o perfumes antes de exponerse al sol, ya que pueden generar reacciones de fotosensibilización y provocar la aparición de manchas.","
                            Ayuda a prevenir la aparición de manchas
                        ","40ml","
#sensilis
","","","","promofarma"
"Bella Aurora Protector Solar SPF50+ Beach & Sport 150ml","17,95 €","-23%","https://www.promofarma.com/es/bella-aurora-protector-solar-spf50-plus-beach-sport-150ml/p-92493","","https://image.promofarma.com/c/2510769/p/92493_1-m/bella-aurora-protector-solar-spf50-plus-beach-sport-150ml.jpg","Bella Aurora Protector Solar SPF50+ Beach & Sport 150ml es un protector solar de alto protección SPF50+ contra los rayos UVA/UVB, Infrarrojos y HEV luz visible. Su fórmula contiene activos que ayudan a prevenir el envejecimiento prematuro de la dermis, atenúa las arrugas y reafirma la tez. También ayuda a prevenir la aparición de manchas e hidrata la piel del rostro. Además, contiene antioxidantes que reparan y protegen el ADN de las células ante los radicales libres que causan el envejecimiento prematuro. Este producto tiene un acabado de tacto seco muy resistente al agua.
 ¿Qué beneficios aporta Bella Aurora Protector Solar SPF50+ Beach & Sport?

Ofrece alta protección solar SPF50+ contra los rayos UVA/UVB, Infrarrojos y HEV luz visible.
Ayuda a prevenir el envejecimiento prematuro.
Atenúa las arrugas y reafirma la tez.
Contribuye en la prevención de la aparición de manchas.
Hidrata la piel del rostro.
Tiene antioxidantes que reparan y protegen el ADN de las células cutáneas.
Es resistente al agua.
Tiene un tacto seco.","Consejo Farmacéutico","
                            Alta protección solar SPF50+ que previene el envejecimiento prematuro.
                        ","","
#bella aurora
","","","","promofarma"
