"title","quality_overall","price","picture_image","laboratory","laboratory_logo","data_description","data_composition","data_mode_use"
"Heliocare Color Gelcream Light 50+ 50 ml","94%","24,55 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/h/e/heliocare_color_gelcream_light_50__50_ml163815_.jpg","Heliocare","https://www.mifarma.es/media/amshopby/medium42.jpg","","ComposiciónAqua. Butylene glycol cocoate. C12-15 alkyl benzoate. Bis-ethylhexyloxyphenol methoxyphenyl triazine. CI 77891. Diethylhexyl butamido triazone. Cetearyl alcohol. Hexylene glycol. Ethylhexyl salicylate. Butyl methoxydibenzoylmethane. Polysilicone-15. Titanium dioxide. Stearalkonium hectorite. Myristyl alcohol. Coco-glucoside. Dipropylene glycol dibenzoate. Ceteareth-25. Ethylhexyl triazone. Polypodium leucotomos leaf extract. Phenoxyethanol. CI 77492. Myristyl glucoside. Disodium ethylene dicocamide PEG-15 disulfate. Panthenol. Propylene glycol. PPG-15 stearyl ether benzoate. CI 77491. Dicaprylyl carbonate. Tocopheryl acetate. Sodium hyaluronate. CI 77019. Camelia sinensis extract. Manganese oxide. Methylparaben. Propylparaben. Disodium EDTA. Parfum. Propylene carbonate. BHT. Linalool. Limonene.","Modo de uso- Como producto único durante el día: Aplicar sobre la piel limpia distribuyendo uniformemente pequeñas cantidades por toda la zona y extender suavemente.
- En combinación con otros cosméticos: Aplicar en último lugar distribuyendo uniformemente pequeñas cantidades por toda la zona y extender suavemente."
"Bella Aurora Gel Protector Solar SPF50+ Piel Mixta Grasa 50 ml","91%","18,15 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/e/bella_aurora_gel_protector_solar_spf50__piel_mixta_grasa_50_ml409615_.jpg","Bella Aurora","https://www.mifarma.es/media/amshopby/medium131.jpg","","",""
"Isdin Hydro Lotion Protector Solar SPF50+ 200ml","91%","22,95 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/i/s/isdin_hydro_lotion_protector_solar_spf50__200ml183891_.jpg","Isdin","https://www.mifarma.es/media/amshopby/medium10.jpg","","",""
"Cumlaude Sunlaude SPF 30 compacto facial 10 gr","96%","22,92 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/u/cumlaude_sunlaude_spf_30_compacto_facial_10_gr200089_.jpg","Cumlaude","https://www.mifarma.es/media/amshopby/medium91.jpg","","",""
"Heliocare Gel Spf 50 50g","96%","24,05 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/h/e/heliocare_gel_spf_50_50g168401_.jpg","Heliocare","https://www.mifarma.es/media/amshopby/medium42.jpg","","ComposiciónAqua. Ethylhexyl methoxycinnamate. Octocrylene. Styrene/Acrylates copolymer. Cyclopentasiloxane. Glycerin. Hexylene glycol. Polyacrylamide. PEG/PPG-20/6 dimethicone. Zinc oxide (nano). C13-14 isoparaffin. Polypodium leucotomos leaf extract. Phenoxyethanol. Titanium dioxide (nano). Laureth-7. Cetyl dimethicone. Camelia sinensis extract. Tocopheryl acetate. Dichlorobenzyl alcohol. Micrococcus lysate. Tetrasodium EDTA. Alumina. BHT. Simethicone. Triethoxycaprylylsilane. Parfum. Linalool. Limonene.","Modo de usoAplicar uniformemente sobre la piel antes de cada exposición solar. Renovar con frecuencia la aplicación tras exposiciones solares intensas o baños prolongados."
"Fotoprotector Isdin Transparent Spray 50 200ml","97%","22,95 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/f/o/fotoprotector_isdin_transparent_spray_50_200ml155931_.jpg","Isdin","https://www.mifarma.es/media/amshopby/medium10.jpg","","","Modo de usoAplicar generosamente sobre la piel seca, media hora antes de la exposición solar.
Reaplicar cada 2 horas o bien tras transpirar, nadar o secarse con toalla."
"Anthelios XL 50+ Stick Zonas Sensibles La Roche Posay","97%","14,25 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/n/anthelios_xl_50__stick_zonas_sensibles_la_roche_posay195167_.jpg","La Roche Posay","https://www.mifarma.es/media/amshopby/medium13.jpg","","ComposiciónRICINUS COMMUNIS OIL / CASTOR SEED OIL, ISOPROPYL PALMITATE, POLYETHYLENE, OCTOCRYLENE, ISOHEXADECANE, TITANIUM DIOXIDE [NANO] / TITANIUM DIOXIDE, OZOKERITE, BUTYL METHOXYDIBENZOYLMETHANE, DROMETRIZOLE TRISILOXANE, THEOBROMA CACAO SEED BUTTER / COCOA SEED BUTTER, BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER, AQUA / WATER, DIMETHICONE, GLYCINE SOJA OIL / SOYBEAN OIL, SILICA, TOCOPHEROL.","Modo de usoAplicar 30 minutos antes de la exposición al sol. Volver a aplicar cada 2 horas y después de cada baño."
"La Roche Posay Anthelios Leche Solar Niños FPS50+ 250ml","97%","30,46 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/a/la_roche_posay_anthelios_leche_solar_ni__os_fps50__250ml162129_.jpg","La Roche Posay","https://www.mifarma.es/media/amshopby/medium13.jpg","","ComposiciónAQUA / WATER, C12-15 ALKYL BENZOATE, GLYCERIN, ETHYLHEXYL SALICYLATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ALCOHOL DENAT, DIISOPROPYL SEBACATE, BUTYL METHOXYDIBENZOYLMETHANE, DROMETRIZOLE TRISILOXANE, PROPYLENE GLYCOL, DIETHYLHEXYL BUTAMIDO TRIAZONE, DIMETHICONE, SYNTHETIC WAX, TITANIUM DIOXIDE, POTASSIUM CETYL PHOSPHATE, AMMONIUM POLYACRYLDIMETHYLTAURAMIDE / AMMONIUM POLYACRYLOYLDIMETHYL TAURATE, CAPRYLYL GLYCOL, DISODIUM EDTA, GLYCERYL STEARATE, HYDROXYPROPYL METHYLCELLULOSE, ISOPROPYL LAUROYL SARCOSINATE, PALMITIC ACID, PEG-100 STEARATE, PENTYLENE GLYCOL, PHENOXYETHANOL, STEARIC ACID, TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID, TOCOPHEROL, TRIETHANOLAMINE.","Modo de usoAplicar 30 minutos antes de la exposición solar. Repetir cada 2 horas y después del baño."
"Uresim Acelerador del Bronceado Spray Gas SPF30 200 ml","95%","11,95 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/u/r/uresim_acelerador_del_bronceado_spray_gas_spf30_200_mlure6843_.jpg","Uresim","https://www.mifarma.es/media/amshopby/medium453.jpg","","",""
"Isdin Pediatrics Fotoprotector Solar Mineral Baby SPF50 50ml","97%","21,55 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/i/s/isdin_pediatrics_fotoprotector_solar_mineral_baby_spf50_50ml178899_.jpg","Isdin","https://www.mifarma.es/media/amshopby/medium10.jpg","","",""
"La Roche Posay Anthelios Dermo Pediatrics Leche Solar Bebés SPF50+ 50ml","92%","26,79 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/a/la_roche_posay_anthelios_dermo_pediatrics_leche_solar_beb__s_spf50__50ml173769_.jpg","La Roche Posay","https://www.mifarma.es/media/amshopby/medium13.jpg","","ComposiciónAQUA / WATER, GLYCERIN, C12-15 ALKYL BENZOATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, ETHYLHEXYL SALICYLATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ALCOHOL DENAT., TITANIUM DIOXIDE, BUTYL METHOXYDIBENZOYLMETHANE, DROMETRIZOLE TRISILOXANE, STYRENE/ACRYLATES COPOLYMER, DIMETHICONE, ZEA MAYS STARCH / CORN STARCH, PROPYLENE GLYCOL, SYNTHETIC WAX, DIETHYLHEXYL BUTAMIDO TRIAZONE.","Modo de usoAplicar el producto antes de salir a la calle o al exterior sobre las zonas no cubiertas y renovar frecuentemente para que se mantenga la protección."
"Avene Stick Solar 50+ Zonas Sensibles 10g","92%","11,98 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/v/avene_stick_solar_50__zonas_sensibles_10g332180_.jpg","Avene","https://www.mifarma.es/media/amshopby/medium9.jpg","","ComposiciónAgua termal de Avène
MPI (ZnO + TiO2 micronizados y envueltos)
Tinosorb-M y Tinosorb-S
Pre-tocoferil","Modo de usoAplicar de forma uniforme sobre las zonas sensibles del rostro, antes de cualquier exposición solar.
Repetir la aplicación con frecuencia en caso de exposiciones prolongadas y después de cada baño.
Evite las exposiciones entre las 12:00 y las 16:00.
El uso de este producto no debe incitar a exponerse durante mucho tiempo al sol.
Las quemaduras de sol son peligrosas, especialmente para los niños."
"Fotoprotector Isdin Pediatrics Loción Spray 50+ 200ml","98%","20,55 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/f/o/fotoprotector_isdin_pediatrics_loci__n_spray_50__200ml159494_.jpg","Isdin","https://www.mifarma.es/media/amshopby/medium10.jpg","","","Modo de usoAplicar generosamente 30 minutos antes de al exposición solar. Reaplicar cada 2 horas y después de cada baño."
"Avene Cleanance Solar SPF50+ Matificante Pieles con Tendencia Acneica 50ml","97%","21,34 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/v/avene_cleanance_solar_spf50__matificante_pieles_con_tendencia_acneica_50ml173015_.jpg","Avene","https://www.mifarma.es/media/amshopby/medium9.jpg","","ComposiciónAVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). DIISOPROPYL ADIPATE. ISODECYL NEOPENTANOATE. SILICA. DICAPRYLYL CARBONATE. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. ALUMINUM STARCH OCTENYLSUCCINATE. BUTYL METHOXYDIBENZOYLMETHANE POTASSIUM CETYL PHOSPHATE. DECYL GLUCOSIDE. 1,2-HEXANEDIOL. C10-18 TRIGLYCERIDES. GLYCERYL LAURATE. VP/EICOSENE COPOLYMER. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. BENZOIC ACID. BUTYLENE GLYCOL. CAPRYLIC/CAPRIC TRIGLYCERIDE. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. GLYCERYL STEARATE. OXOTHIAZOLIDINE. PEG-100 STEARATE. PROPYLENE GLYCOL. SODIUM BENZOATE. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM. ZINC GLUCONATE","Modo de usoAplicar media hora antes de la exposición al sol y reaplicar con frecuencia, y siempre después del baño."
"Frezyderm Velvet Sun Screen Facial SPF30 50ml","95%","19,95 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/f/r/frezyderm_velvet_sun_screen_facial_spf30_50ml167524_.jpg","Frezyderm","https://www.mifarma.es/media/amshopby/medium550.jpg","","",""
"Sunlaude Mat SPF 50+ Fluido Facial Matificante 50 ml","90%","22,49 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/u/sunlaude_mat_spf_50__fluido_facial_matificante_50_ml152765_.jpg","Cumlaude","https://www.mifarma.es/media/amshopby/medium91.jpg","","",""
"Mustela Leche Solar Especial Cara SPF 50+ 40 ml","95%","8,30 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/m/u/mustela_leche_solar_especial_cara_spf_50__40_ml169448_.jpg","Mustela","https://www.mifarma.es/media/amshopby/medium22.jpg","Mus","",""
"Fotoprotector Wet Skin Spray Transparente SPF50+ Isdin 200ml","84%","22,95 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/f/o/fotoprotector_wet_skin_spray_transparente_spf50__isdin_200ml167423_.jpg","Isdin","https://www.mifarma.es/media/amshopby/medium10.jpg","","ComposiciónAlcohol Denat., Isobutane, Octocrylene, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Dibutyl Adipate, Aqua (Water), Coconut Alkanes, Cyclopentasiloxane, 4-Methylbenzylidene Camphor, Cyclohexasiloxane, Butane, Polyurethane-64, Propane, Coco-Caprylate/Caprate, Parfum (Fragrance), BHT, Tocopheryl Acetate, Linalool.","Modo de usoAplicar sobre la piel seca antes de la exposición solar y reaplicar con frecuencia."
"Mustela Leche Solar Especial Cara SPF 50+ 40 ml","95%","8,30 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/m/u/mustela_leche_solar_especial_cara_spf_50__40_ml169448_.jpg","Mustela","https://www.mifarma.es/media/amshopby/medium22.jpg","Mus","",""
"Fotoprotector Wet Skin Spray Transparente SPF50+ Isdin 200ml","84%","22,95 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/f/o/fotoprotector_wet_skin_spray_transparente_spf50__isdin_200ml167423_.jpg","Isdin","https://www.mifarma.es/media/amshopby/medium10.jpg","","ComposiciónAlcohol Denat., Isobutane, Octocrylene, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Dibutyl Adipate, Aqua (Water), Coconut Alkanes, Cyclopentasiloxane, 4-Methylbenzylidene Camphor, Cyclohexasiloxane, Butane, Polyurethane-64, Propane, Coco-Caprylate/Caprate, Parfum (Fragrance), BHT, Tocopheryl Acetate, Linalool.","Modo de usoAplicar sobre la piel seca antes de la exposición solar y reaplicar con frecuencia."
"Protector Solar de Coco SPF50 Aceite Bronceador Tropicania 200ml","97%","20,57 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_de_coco_spf50_aceite_bronceador_tropicania_200mlmf1018_.jpg","Tropicania","https://www.mifarma.es/media/amshopby/medium1789.jpg","","ComposiciónPetrolatum, Homosalate, Octocrylene, Ethylhexyl Methoxycinnamate, Caprylic/capric Triglyceride, Butyl Metho- xydibenzoylmethane, Cyclopentasiloxane, Ethylhexyl triazone, Isopropyl Myristate, Isononyl Isononanoate, Prunus amygdalus Dulcis Oil, Cocos Nucifera Oil, Parfum, Aloe barbadensis Leaf Extract, Olea europaea Fruit Oil, Simmondsia chinensis Seed Oil, Tocopheryl Acetate, Cyclohexasiloxane, Cyclotetrasiloxane, BHT, Coumarin.","Modo de usoAplicar de forma generosa y uniforme antes de la exposición solar. Utilizar una cantidad insuficiente reduce significativamente el nivel de protección. Reaplicar con frecuencia, especialmente después de transpirar, nadar o secarse con una toalla."
"ISDIN Fotoprotector Gel Cream Dry Touch Color 50 ml","83%","18,55 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/i/s/isdin_fotoprotector_gel_cream_dry_touch_color_50_ml163171_.jpg","Isdin","https://www.mifarma.es/media/amshopby/medium10.jpg","","",""
"Anthelios Xl 50+ Leche Solar Sin Perfume 250ml ","95%","31,21 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/n/anthelios_xl_50__leche_solar_sin_perfume_250ml_158771_.jpg","La Roche Posay","https://www.mifarma.es/media/amshopby/medium13.jpg","","ComposiciónAQUA / WATER, C12-15 ALKYL BENZOATE, GLYCERIN, OCTOCRYLENE, ETHYLHEXYL SALICYLATE, STYRENE/ACRYLATES COPOLYMER, DIMETHICONE, ALCOHOL DENAT, BUTYL METHOXYDIBENZOYLMETHANE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, PENTYLENE GLYCOL, POTASSIUM CETYL PHOSPHATE, PROPYLENE GLYCOL, SYNTHETIC WAX, ETHYLHEXYL TRIAZONE, CAPRYLYL GLYCOL.","Modo de usoAplicar generosamente antes de la exposición solar y renovar la aplicación cada 2 horas."
"Aceite Solar SPF50 Guayaba Bronceador Tropicania 200ml","93%","20,57 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/c/aceite_solar_spf50_guayaba_bronceador_tropicania_200mlmf1016_.jpg","Tropicania","https://www.mifarma.es/media/amshopby/medium1789.jpg","","ComposiciónPetrolatum Homosalate, Octocrylene, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Caprylic/capric Triglyceride Cyclopentasiloxane Ethylhexyl triazone, Isopropyl Myristate, Isononyl Isononanoate, Prunus amygdalus Dulcis Oil, Cocos Nucifera Oil, Parfum, Aloe barbadensis Leaf Extract, Olea europaea Fruit Oil, Simmondsia chinensis Seed Oil, Tocopheryl Acetate, Cyclohexasiloxane, Benzyl Salicylate, Butylphenyl Methylpropional, Cyclotetrasiloxane Alpha-Isomethyl Ionone, Hydroxyisohexyl 3- Cyclohexene Carboxaldehyde, BHT, Benzyl Alcohol, Citronellol, Hexyl Cinnamal, Benzyl Benzoate, Linalool.","Modo de usoAplicar de forma generosa y uniforme antes de la exposición solar. Utilizar una cantidad insuficiente reduce significativamente el nivel de protección. Reaplicar con frecuencia, especialmente después de transpirar, nadar o secarse con una toalla."
"Vichy Capital Soleil SPF50 Leche Niños 300 ml ","93%","25,40 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/v/i/vichy_capital_soleil_spf50_leche_ni__os_300_ml_161954_.jpg","Vichy","https://www.mifarma.es/media/amshopby/medium12.jpg","","ComposiciónAQUA / WATER - PROPYLENE GLYCOL - GLYCERIN - DIISOPROPYL SEBACATE - ETHYLHEXYL SALICYLATE - ALCOHOL DENAT. - BUTYL METHOXYDIBENZOYLMETHANE - TITANIUM DIOXIDE [NANO] / TITANIUM DIOXIDE - OCTOCRYLENE - ISOHEXADECANE - ETHYLHEXYL TRIAZONE - C12-15 ALKYL BENZOATE - ALUMINUM STARCH OCTENYLSUCCINATE - STEARIC ACID - TRIETHANOLAMINE - POTASSIUM CETYL PHOSPHATE - SYNTHETIC WAX - ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER - ALUMINUM HYDROXIDE - BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE - CAPRYLYL GLYCOL - DIMETHICONE - DISODIUM EDTA - GLYCERYL STEARATE - PALMITIC ACID - PEG-100 STEARATE - PHENOXYETHANOL - SILICA [NANO] / SILICA - TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID - TOCOPHEROL - XANTHAN GUM.","Modo de usoAplicar de forma abundante sobre la piel de todo el cuerpo minutos antes de comenzar la exposición solar prolongada. Reaplicar cada dos horas o después de cada baño."
"Mustela Leche Solar Bebe SPF50+ 300ml","89%","32,07 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/m/u/mustela_leche_solar_bebe_spf50__300ml172524_.jpg","Mustela","https://www.mifarma.es/media/amshopby/medium22.jpg","","","Modo de usoAplica una cantidad abundante de Spray solar muy alta protección en la cara y el cuerpo antes de la exposición y renueva la aplicación, en cantidad suficiente, al menos cada dos horas y después de cada baño."
"Protector Solar Facial SPF50 Tropicania 50ml","91%","18,95 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_facial_spf50_tropicania_50mltropifa_.jpg","Tropicania","https://www.mifarma.es/media/amshopby/medium1789.jpg","","ComposiciónAqua, Homosalate, Octocrylene, Aloe barbadensis Leaf Juice, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Glycerin, Ethylhexyl triazone, Cetearyl Alcohol, Maltodextrin, Ceteareth-20, Glyceryl Stearate SE, Microcrystalline Cellulose, Sodium Hydroxide, Ceteareth-12, Carbomer, Disodium EDTA, Ethylhexylglycerin, Cellulose Gum, Citric Acid, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Parfum, Limonene, Linalool.","Modo de usoAplicar sobre el rostro limpio y seco con un suave masaje hasta su total absorción. Reaplicar con frecuencia."
"Isdin Fotoprotector Fusion Gel Body 50+ 100 ml Sport","98%","20,55 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/i/s/isdin_fotoprotector_fusion_gel_body_50__100_ml_sport163169_.jpg","Isdin","https://www.mifarma.es/media/amshopby/medium10.jpg","","",""
"Aceite Solar Embellecedor SPF30 Caudalie 150ml","100%","20,15 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/c/aceite_solar_embellecedor_spf30_caudalie_150mlcau241_.jpg","Caudalie","https://www.mifarma.es/media/amshopby/medium213.jpg","","","Modo de usoAplicar media hora antes de la exposición solar y renovar la aplicación con frecuencia, y siempre después del baño o de secarse con una toalla."
"Avene Solar Alta Protección 50+ Spray 200 ml","100%","24,79 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/v/avene_solar_alta_protecci__n_50__spray_200_ml198044_.jpg","Avene","https://www.mifarma.es/media/amshopby/medium9.jpg","","ComposiciónNE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. COCO-CAPRYLATE/CAPRATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. DIISOPROPYL ADIPATE. WATER (AQUA). BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE. GLYCERIN. BUTYL METHOXYDIBENZOYLMETHANE. DECYL GLUCOSIDE. BENZOIC ACID. BUTYLENE GLYCOL. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DISODIUM EDTA. FRAGRANCE (PARFUM). HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL (HELIANTHUS ANNUUS SEED OIL). HYDROXYCAPRIC ACID. LAURYL GLUCOSIDE. OXOTHIAZOLIDINE. PROPYLENE GLYCOL. SODIUM BENZOATE. SODIUM CITRATE. SODIUM LAURYL. GLUCOSE CARBOXYLATE. SORBIC ACID. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. XANTHAN GUM.","Modo de usoAplicar media hora antes de la exposición solar y reaplicar con frecuencia, y siempre después del baño."
